programyear,reporttype,ceid,cename,typeofagency,typeoforg,esc,tdaregion,countydistrictcode,cecounty,sitecount,regularmealsitecount,claimdate,breakfastmealsreimbursed,amsnackmealsreimbursed,lunchmealsreimbursed,pmsnackmealsreimbursed,suppermealsreimbursed,breakfastreimbursement,amsnackreimbursement,lunchreimbursement,pmsnackreimbursement,supperreimbursement,totalreimbursement
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00276,DALLAS ISD,Educational Institution,Public,10,2,057-905,DALLAS,37,37,2022-07-01T00:00:00.000,6560,0,11039,0,0,15547.2,0,45591.07,0,0,61138.27
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00918,AMARILLO ISD,Educational Institution,Public,16,1,188-901,POTTER,54,54,2021-11-01T00:00:00.000,209269,0,343226,0,0,468762.56,0,1342013.66,0,0,1810776.22
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00984,TIMPSON ISD,Educational Institution,Public,7,3,210-905,SHELBY,1,1,2021-11-01T00:00:00.000,6111,0,7200,0,0,13688.64,0,28152,0,0,41840.64
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00421,MCLEAN ISD,Educational Institution,Public,16,1,090-903,GRAY,1,1,2021-11-01T00:00:00.000,1004,0,1503,0,0,2248.96,0,5876.73,0,0,8125.69
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01282,TRAVIS COUNTY JUVENILE PROBATION DEPARTMENT,Government Agency,RCCI,13,4,227-,TRAVIS,1,1,2022-01-01T00:00:00.000,1111,0,1116,0,0,2633.07,0,4609.08,0,0,7242.15
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00762,WILSON ISD,Educational Institution,Public,17,1,153-907,LYNN,1,1,2021-12-01T00:00:00.000,485,0,704,0,0,1086.4,0,2752.64,0,0,3839.04
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00659,BEN BOLT-PALITO BLANCO ISD,Educational Institution,Public,2,5,125-902,JIM WELLS,2,2,2022-04-01T00:00:00.000,7430,0,8051,0,0,17609.1,0,33250.63,0,0,50859.73
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01658,UPLIFT EDUCATION-NORTH HILLS PREPARATORY,Educational Institution,Charter,10,2,057-803,DALLAS,21,0,2021-11-01T00:00:00.000,131567,0,251747,0,0,294710.08,0,984330.77,0,0,1279040.85
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00592,LEVELLAND ISD,Educational Institution,Public,17,1,110-902,HOCKLEY,6,6,2022-03-01T00:00:00.000,20186,0,30414,0,0,47840.82,0,125609.82,0,0,173450.64
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01049,TLC ACADEMY,Educational Institution,Charter,15,4,226-801,TOM GREEN,11,11,2021-10-01T00:00:00.000,17153,0,32495,0,0,38422.72,0,127055.45,0,0,165478.17
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00426,DENISON ISD,Educational Institution,Public,10,2,091-903,GRAYSON,9,9,2022-02-01T00:00:00.000,28448,0,43994,0,0,67421.76,0,181695.22,0,0,249116.98
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00350,ANTHONY ISD,Educational Institution,Public,19,1,071-906,EL PASO,6,6,2022-05-01T00:00:00.000,13130,0,10580,0,1,31118.1,0,43695.4,0,4.13,74817.63
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01158,FLORESVILLE ISD,Educational Institution,Public,20,4,247-901,WILSON,5,5,2022-02-01T00:00:00.000,21548,0,43308,0,0,51068.76,0,178862.04,0,0,229930.8
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00697,BRACKETT ISD,Educational Institution,Public,20,4,136-901,KINNEY,3,2,2021-12-01T00:00:00.000,1156,0,4258,0,0,2589.44,0,16648.78,0,0,19238.22
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00315,CARRIZO SPRINGS CONS ISD,Educational Institution,Public,20,4,064-903,DIMMIT,4,4,2021-12-01T00:00:00.000,18592,0,19775,0,0,41646.08,0,77320.25,0,0,118966.33
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00929,AVERY ISD,Educational Institution,Public,8,2,194-902,RED RIVER,2,2,2022-05-01T00:00:00.000,3167,0,4517,0,0,7505.79,0,18655.21,0,0,26161
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00952,LEVERETTS CHAPEL ISD,Educational Institution,Public,7,2,201-904,RUSK,3,3,2022-02-01T00:00:00.000,2960,0,3226,0,0,7015.2,0,13323.38,0,0,20338.58
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01000,RIO GRANDE CITY ISD,Educational Institution,Public,1,5,214-901,STARR,19,17,2022-02-01T00:00:00.000,111725,0,122403,0,0,264788.25,0,505524.39,0,0,770312.64
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00074,"Somerset Academy, Inc.",Educational Institution,Charter,20,4,015-830,BEXAR,4,0,2022-03-01T00:00:00.000,14293,0,32360,0,0,33874.41,0,133646.8,0,0,167521.21
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00719,MOULTON ISD,Educational Institution,Public,3,3,143-902,LAVACA,2,2,2022-04-01T00:00:00.000,2425,0,3593,0,0,5747.25,0,14839.09,0,0,20586.34
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00312,MEYERSVILLE ISD,Educational Institution,Public,3,3,062-906,DEWITT,1,1,2022-05-01T00:00:00.000,1459,0,1806,0,0,3457.83,0,7458.78,0,0,10916.61
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00215,COMAL ISD,Educational Institution,Public,20,4,046-902,COMAL,31,31,2022-01-01T00:00:00.000,93158,0,297982,0,0,220784.46,0,1230665.66,0,0,1451450.12
2021-2022,SUMMERSSOCEREIMBURSEMENTS,04943,"MONTESSORI FOR ALL, Inc.",Educational Institution,Charter,13,4,227-826,TRAVIS,1,1,2021-11-01T00:00:00.000,3267,0,3937,0,0,7318.08,0,15393.67,0,0,22711.75
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01078,APPLE SPRINGS ISD,Educational Institution,Public,6,3,228-905,TRINITY,2,2,2022-03-01T00:00:00.000,2536,0,2614,0,0,6010.32,0,10795.82,0,0,16806.14
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00093,JOHNSON CITY ISD,Educational Institution,Public,13,4,016-901,BLANCO,3,3,2022-03-01T00:00:00.000,3699,0,7096,0,0,8766.63,0,29306.48,0,0,38073.11
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00578,VALLEY VIEW ISD-PHARR,Educational Institution,Public,1,5,108-916,HIDALGO,7,7,2021-11-01T00:00:00.000,52663,0,54762,0,0,117965.12,0,214119.42,0,0,332084.54
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01122,LAREDO ISD,Educational Institution,Public,1,5,240-901,WEBB,31,31,2021-12-01T00:00:00.000,122456,0,207800,0,0,274301.44,0,812498,0,0,1086799.44
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00525,KLEIN ISD,Educational Institution,Public,4,3,101-915,HARRIS,1,1,2022-07-01T00:00:00.000,167,0,1102,0,0,395.79,0,4551.26,0,0,4947.05
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00189,BRONTE ISD,Educational Institution,Public,15,4,041-901,COKE,1,1,2022-04-01T00:00:00.000,3515,0,2613,0,0,8330.55,0,10791.69,0,0,19122.24
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00183,HENRIETTA ISD,Educational Institution,Public,9,2,039-902,CLAY,3,3,2021-11-01T00:00:00.000,7469,0,8345,0,0,16730.56,0,32628.95,0,0,49359.51
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00542,RULE ISD,Educational Institution,Public,14,1,104-903,HASKELL,1,1,2022-01-01T00:00:00.000,1807,0,1491,0,0,4282.59,0,6157.83,0,0,10440.42
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00521,GOOSE CREEK CISD,Educational Institution,Public,4,3,101-911,HARRIS,29,29,2021-10-01T00:00:00.000,146845,0,266528,0,0,328932.8,0,1042124.48,0,0,1371057.28
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01019,EVERMAN ISD,Educational Institution,Public,11,2,220-904,TARRANT,10,10,2021-12-01T00:00:00.000,18626,0,49087,0,0,41722.24,0,191930.17,0,0,233652.41
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00022,JOURDANTON ISD,Educational Institution,Public,20,4,007-902,ATASCOSA,3,3,2021-11-01T00:00:00.000,11974,0,17202,0,0,26821.76,0,67259.82,0,0,94081.58
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00851,CORSICANA ISD,Educational Institution,Public,12,2,175-903,NAVARRO,8,8,2022-03-01T00:00:00.000,55094,0,76543,0,0,130572.78,0,316122.59,0,0,446695.37
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00129,BROOKS COUNTY ISD,Educational Institution,Public,1,5,024-901,BROOKS,4,4,2022-02-01T00:00:00.000,16402,0,17577,0,0,38872.74,0,72593.01,0,0,111465.75
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00508,HARMONY PUBLIC SCHOOLS,Educational Institution,Charter,4,3,101-858,HARRIS,9,9,2021-11-01T00:00:00.000,18206,0,40810,0,0,40781.44,0,159567.1,0,0,200348.54
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00059,ACADEMY OF AMERICA DBA BEXAR COUNTY ACADEMY,Educational Institution,Charter,20,4,015-809,BEXAR,1,1,2021-11-01T00:00:00.000,3305,0,3936,0,0,7403.2,0,15389.76,0,0,22792.96
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00985,EXCELSIOR ISD,Educational Institution,Public,7,3,210-906,SHELBY,1,1,2022-04-01T00:00:00.000,790,0,1077,0,0,1872.3,0,4448.01,0,0,6320.31
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00812,ROCKDALE ISD,Educational Institution,Public,6,2,166-904,MILAM,4,4,2022-01-01T00:00:00.000,7867,0,16616,0,0,18644.79,0,68624.08,0,0,87268.87
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00742,BOOKER ISD,Educational Institution,Public,16,1,148-901,LIPSCOMB,2,2,2022-04-01T00:00:00.000,628,0,4864,0,0,1488.36,0,20088.32,0,0,21576.68
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00786,MCGREGOR ISD,Educational Institution,Public,12,2,161-909,MCLENNAN,4,4,2021-10-01T00:00:00.000,9955,0,20003,0,0,22299.2,0,78211.73,0,0,100510.93
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00730,OAKWOOD ISD,Educational Institution,Public,6,3,145-907,LEON,2,2,2022-05-01T00:00:00.000,2312,0,2653,0,0,5479.44,0,10956.89,0,0,16436.33
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00430,VAN ALSTYNE ISD,Educational Institution,Public,10,2,091-908,GRAYSON,4,4,2021-10-01T00:00:00.000,6000,0,18601,0,0,13440,0,72729.91,0,0,86169.91
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00458,TURKEY-QUITAQUE ISD,Educational Institution,Public,16,1,096-905,HALL,1,1,2022-03-01T00:00:00.000,1440,0,2453,0,0,3412.8,0,10130.89,0,0,13543.69
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01039,TERRELL COUNTY ISD,Educational Institution,Public,18,1,222-901,TERRELL,1,1,2021-12-01T00:00:00.000,1303,0,0,0,0,2918.72,0,0,0,0,2918.72
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00202,PLANO ISD,Educational Institution,Public,10,2,043-910,COLLIN,75,74,2022-05-01T00:00:00.000,189902,0,549970,0,0,450067.74,0,2271376.1,0,0,2721443.84
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00820,LORAINE ISD,Educational Institution,Public,14,1,168-902,MITCHELL,1,1,2022-02-01T00:00:00.000,1762,0,1900,0,0,4175.94,0,7847,0,0,12022.94
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00438,KILGORE ISD,Educational Institution,Public,7,2,092-902,GREGG,6,6,2021-10-01T00:00:00.000,20912,0,41416,0,0,46842.88,0,161936.56,0,0,208779.44
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00030,MEDINA ISD,Educational Institution,Public,20,4,010-901,BANDERA,1,1,2022-05-01T00:00:00.000,771,0,1682,0,0,1827.27,0,6946.66,0,0,8773.93
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00602,NORTH HOPKINS ISD,Educational Institution,Public,8,2,112-906,HOPKINS,2,2,2022-04-01T00:00:00.000,4169,0,5635,0,0,9880.53,0,23272.55,0,0,33153.08
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00096,CLIFTON ISD,Educational Institution,Public,12,2,018-901,BOSQUE,1,1,2022-06-01T00:00:00.000,747,0,725,0,0,1770.39,0,2994.25,0,0,4764.64
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00214,NEW BRAUNFELS ISD,Educational Institution,Public,20,4,046-901,COMAL,15,15,2021-11-01T00:00:00.000,34604,0,94591,0,0,77512.96,0,369850.81,0,0,447363.77
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00426,DENISON ISD,Educational Institution,Public,10,2,091-903,GRAYSON,9,9,2022-04-01T00:00:00.000,42187,0,64759,0,0,99983.19,0,267454.67,0,0,367437.86
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00156,RIO HONDO ISD,Educational Institution,Public,1,5,031-911,CAMERON,3,3,2021-12-01T00:00:00.000,15417,0,15571,0,0,34534.08,0,60882.61,0,0,95416.69
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01029,CASTLEBERRY ISD,Educational Institution,Public,11,2,220-917,TARRANT,5,5,2022-06-01T00:00:00.000,1142,0,1654,0,0,2706.54,0,6831.02,0,0,9537.56
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00616,SIERRA BLANCA ISD,Educational Institution,Public,19,1,115-902,HUDSPETH,1,1,2021-12-01T00:00:00.000,1287,0,1275,0,0,2882.88,0,4985.25,0,0,7868.13
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00841,CHIRENO ISD,Educational Institution,Public,7,3,174-901,NACOGDOCHES,2,2,2021-11-01T00:00:00.000,3205,0,5486,0,0,7179.2,0,21450.26,0,0,28629.46
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00053,"GEORGE GERVIN YOUTH CENTER, INC.",Educational Institution,Charter,20,4,015-802,BEXAR,2,2,2021-10-01T00:00:00.000,9977,0,11838,0,0,22348.48,0,46286.58,0,0,68635.06
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01201,MOST HOLY TRINITY SCHOOL,Private Non Profit Organization,Private,19,1,071-,EL PASO,1,1,2022-03-01T00:00:00.000,467,0,1404,0,0,1106.79,0,5798.52,0,0,6905.31
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00156,RIO HONDO ISD,Educational Institution,Public,1,5,031-911,CAMERON,3,3,2022-03-01T00:00:00.000,20848,0,22584,0,0,49409.76,0,93271.92,0,0,142681.68
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01247,SJRC TEXAS,Private Non Profit Organization,RCCI,13,4,046-,COMAL,1,1,2021-11-01T00:00:00.000,783,0,525,0,0,1753.92,0,2052.75,0,0,3806.67
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00991,BULLARD ISD,Educational Institution,Public,7,2,212-902,SMITH,6,6,2022-04-01T00:00:00.000,10878,0,27528,0,0,25780.86,0,113690.64,0,0,139471.5
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00395,PEARSALL ISD,Educational Institution,Public,20,4,082-903,FRIO,4,4,2022-04-01T00:00:00.000,29478,0,30814,0,0,69862.86,0,127261.82,0,0,197124.68
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01098,SAN FELIPE-DEL RIO,Educational Institution,Public,15,4,233-901,VAL VERDE,15,15,2021-11-01T00:00:00.000,48884,0,106353,0,0,109500.16,0,415840.23,0,0,525340.39
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00545,BOYS & GIRLS CLUBS OF SOUTH CENTRAL TEXAS,Educational Institution,Charter,13,4,105-802,HAYS,2,2,2021-12-01T00:00:00.000,690,0,1073,0,0,1545.6,0,4195.43,0,0,5741.03
2021-2022,SUMMERSSOCEREIMBURSEMENTS,06493,"Promesa Academy, Inc.",Educational Institution,Charter,20,4,015-839,BEXAR,1,1,2021-10-01T00:00:00.000,1714,0,2325,0,0,3839.36,0,9090.75,0,0,12930.11
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00777,LOHN ISD,Educational Institution,Public,15,4,160-905,MCCULLOCH,1,1,2021-12-01T00:00:00.000,862,0,1166,0,0,1930.88,0,4559.06,0,0,6489.94
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00806,MIDLAND ACADEMY CHARTER SCHOOL,Educational Institution,Charter,18,1,165-802,MIDLAND,1,1,2022-04-01T00:00:00.000,4492,0,4820,0,0,10646.04,0,19906.6,0,0,30552.64
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00700,RIVIERA ISD,Educational Institution,Public,2,5,137-903,KLEBERG,2,2,2022-05-01T00:00:00.000,3940,0,5350,0,0,9337.8,0,22095.5,0,0,31433.3
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00991,BULLARD ISD,Educational Institution,Public,7,2,212-902,SMITH,6,6,2022-02-01T00:00:00.000,9075,0,23879,0,0,21507.75,0,98620.27,0,0,120128.02
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00748,LLANO ISD,Educational Institution,Public,13,4,150-901,LLANO,4,4,2022-01-01T00:00:00.000,12958,0,18140,0,0,30710.46,0,74918.2,0,0,105628.66
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00363,MARLIN ISD,Educational Institution,Public,12,2,073-903,FALLS,3,3,2022-04-01T00:00:00.000,9875,0,12713,0,0,23403.75,0,52504.69,0,0,75908.44
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00798,GHOLSON ISD,Educational Institution,Public,12,2,161-925,MCLENNAN,1,1,2022-03-01T00:00:00.000,1828,0,2795,0,0,4332.36,0,11543.35,0,0,15875.71
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00463,SPEARMAN ISD,Educational Institution,Public,16,1,098-904,HANSFORD,3,3,2022-03-01T00:00:00.000,3848,0,9487,0,0,9119.76,0,39181.31,0,0,48301.07
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01274,HEALY MURPHY CENTER INC,Private Non Profit Organization,Private,20,4,015-,BEXAR,1,1,2022-03-01T00:00:00.000,200,0,694,0,0,474,0,2866.22,0,0,3340.22
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00530,TOMBALL ISD,Educational Institution,Public,4,3,101-921,HARRIS,21,21,2022-04-01T00:00:00.000,87950,0,222373,0,0,208441.5,0,918400.49,0,0,1126841.99
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00030,MEDINA ISD,Educational Institution,Public,20,4,010-901,BANDERA,1,1,2021-10-01T00:00:00.000,1133,0,1803,0,0,2537.92,0,7049.73,0,0,9587.65
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00595,SUNDOWN ISD,Educational Institution,Public,17,1,110-907,HOCKLEY,4,4,2022-04-01T00:00:00.000,3655,0,7005,0,0,8662.35,0,28930.65,0,0,37593
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00686,TERRELL ISD,Educational Institution,Public,10,2,129-906,KAUFMAN,7,7,2022-01-01T00:00:00.000,26953,0,46595,0,0,63878.61,0,192437.35,0,0,256315.96
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00594,SMYER ISD,Educational Institution,Public,17,1,110-906,HOCKLEY,1,1,2022-03-01T00:00:00.000,4261,0,5879,0,0,10098.57,0,24280.27,0,0,34378.84
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00948,WINTERS ISD,Educational Institution,Public,15,1,200-904,RUNNELS,3,3,2021-10-01T00:00:00.000,8479,0,9203,0,0,18992.96,0,35983.73,0,0,54976.69
2021-2022,SUMMERSSOCEREIMBURSEMENTS,06934,WESTBROOK ISD,Educational Institution,Public,14,1,168-903,MITCHELL,1,1,2021-12-01T00:00:00.000,693,0,1919,0,0,1552.32,0,7503.29,0,0,9055.61
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00506,DRAW ACADEMY,Educational Institution,Charter,4,3,101-856,HARRIS,1,1,2022-02-01T00:00:00.000,5235,0,9421,0,0,12406.95,0,38908.73,0,0,51315.68
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00078,ALAMO HEIGHTS ISD,Educational Institution,Public,20,4,015-901,BEXAR,4,4,2022-03-01T00:00:00.000,7905,0,24183,0,0,18734.85,0,99875.79,0,0,118610.64
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00841,CHIRENO ISD,Educational Institution,Public,7,3,174-901,NACOGDOCHES,2,2,2021-12-01T00:00:00.000,2387,0,4068,0,0,5346.88,0,15905.88,0,0,21252.76
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00404,HIGH ISLAND ISD,Educational Institution,Public,5,3,084-903,GALVESTON,1,1,2022-04-01T00:00:00.000,1459,0,2467,0,0,3457.83,0,10188.71,0,0,13646.54
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00715,LAMPASAS ISD,Educational Institution,Public,12,2,141-901,LAMPASAS,1,1,2022-07-01T00:00:00.000,60,0,741,0,0,142.2,0,3060.33,0,0,3202.53
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00833,MAGNOLIA ISD,Educational Institution,Public,6,3,170-906,MONTGOMERY,16,16,2021-11-01T00:00:00.000,59982,0,128674,0,0,134359.68,0,503115.34,0,0,637475.02
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00967,MATHIS ISD,Educational Institution,Public,2,5,205-904,SAN PATRICIO,4,4,2022-05-01T00:00:00.000,22440,0,23404,0,0,53182.8,0,96658.52,0,0,149841.32
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01099,COMSTOCK ISD,Educational Institution,Public,15,4,233-903,VAL VERDE,1,1,2022-03-01T00:00:00.000,2833,0,2725,0,0,6714.21,0,11254.25,0,0,17968.46
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00547,DRIPPING SPRINGS ISD,Educational Institution,Public,13,4,105-904,HAYS,5,5,2021-12-01T00:00:00.000,6341,0,30084,0,0,14203.84,0,117628.44,0,0,131832.28
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00266,ST ANTHONY SCHOOL,Educational Institution,Charter,10,2,057-836,DALLAS,1,1,2022-01-01T00:00:00.000,1430,0,2599,0,0,3389.1,0,10733.87,0,0,14122.97
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00996,CHAPEL HILL ISD-TYLER,Educational Institution,Public,7,2,212-909,SMITH,1,1,2022-07-01T00:00:00.000,269,0,295,0,0,637.53,0,1218.35,0,0,1855.88
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00046,HOLLAND ISD,Educational Institution,Public,12,2,014-905,BELL,3,3,2022-01-01T00:00:00.000,2996,0,6668,0,0,7100.52,0,27538.84,0,0,34639.36
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00790,WEST ISD,Educational Institution,Public,12,2,161-916,MCLENNAN,3,3,2022-01-01T00:00:00.000,3578,0,10996,0,0,8479.86,0,45413.48,0,0,53893.34
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01178,PLAINS ISD,Educational Institution,Public,17,1,251-902,YOAKUM,3,3,2021-10-01T00:00:00.000,5576,0,4575,0,0,12490.24,0,17888.25,0,0,30378.49
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00747,THREE RIVERS ISD,Educational Institution,Public,2,5,149-902,LIVE OAK,2,2,2022-03-01T00:00:00.000,3385,0,5204,0,0,8022.45,0,21492.52,0,0,29514.97
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01156,LEANDER ISD,Educational Institution,Public,13,4,246-913,WILLIAMSON,43,43,2021-10-01T00:00:00.000,155681,0,424762,0,0,348725.44,0,1660819.42,0,0,2009544.86
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00997,WINONA ISD,Educational Institution,Public,7,2,212-910,SMITH,3,3,2021-12-01T00:00:00.000,4124,0,9658,0,0,9237.76,0,37762.78,0,0,47000.54
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00476,"TEJANO CENTER FOR COMMUNITY CONCERNS, INC.",Educational Institution,Charter,4,3,101-806,HARRIS,5,5,2022-03-01T00:00:00.000,15945,0,22466,0,0,37789.65,0,92784.58,0,0,130574.23
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00903,BROCK ISD,Educational Institution,Public,11,2,184-909,PARKER,2,2,2022-03-01T00:00:00.000,4613,0,10492,0,0,10932.81,0,43331.96,0,0,54264.77
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00383,CROWELL ISD,Educational Institution,Public,9,2,078-901,FOARD,1,1,2022-02-01T00:00:00.000,2040,0,1877,0,0,4834.8,0,7752.01,0,0,12586.81
2021-2022,SUMMERSSOCEREIMBURSEMENTS,06582,"Reve Preparatory, Inc.",Educational Institution,Charter,4,3,101-876,HARRIS,1,1,2021-11-01T00:00:00.000,1867,0,1908,0,0,4182.08,0,7460.28,0,0,11642.36
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00119,DAMON ISD,Educational Institution,Public,4,3,020-910,BRAZORIA,1,1,2022-02-01T00:00:00.000,1010,0,1559,0,0,2393.7,0,6438.67,0,0,8832.37
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00760,TAHOKA ISD,Educational Institution,Public,17,1,153-904,LYNN,3,3,2022-04-01T00:00:00.000,7123,0,6191,0,0,16881.51,0,25568.83,0,0,42450.34
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00513,ALDINE ISD,Educational Institution,Public,4,3,101-902,HARRIS,47,47,2022-06-01T00:00:00.000,83875,0,136109,0,0,198783.75,0,562130.17,0,0,760913.92
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00529,SPRING BRANCH ISD,Educational Institution,Public,4,3,101-920,HARRIS,44,44,2021-11-01T00:00:00.000,132583,0,355000,0,0,296985.92,0,1388050,0,0,1685035.92
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00158,SANTA MARIA ISD,Educational Institution,Public,1,5,031-913,CAMERON,4,4,2021-12-01T00:00:00.000,7094,0,6848,0,0,15890.56,0,26775.68,0,0,42666.24
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00178,RUSK ISD,Educational Institution,Public,7,2,037-907,CHEROKEE,5,5,2021-12-01T00:00:00.000,19115,0,19724,0,0,42817.6,0,77120.84,0,0,119938.44
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01037,JIM NED CONS ISD,Educational Institution,Public,14,1,221-911,TAYLOR,4,4,2021-10-01T00:00:00.000,5219,0,14651,0,0,11690.56,0,57285.41,0,0,68975.97
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00199,FRISCO ISD,Educational Institution,Public,10,2,043-905,COLLIN,71,71,2022-03-01T00:00:00.000,182143,0,636826,0,0,431678.91,0,2630091.38,0,0,3061770.29
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00444,ANDERSON-SHIRO CONS ISD,Educational Institution,Public,6,3,093-901,GRIMES,2,2,2021-10-01T00:00:00.000,4271,0,9505,0,0,9567.04,0,37164.55,0,0,46731.59
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00425,COLLINSVILLE ISD,Educational Institution,Public,10,2,091-902,GRAYSON,3,2,2021-12-01T00:00:00.000,5975,0,6704,0,0,13384,0,26212.64,0,0,39596.64
2021-2022,SUMMERSSOCEREIMBURSEMENTS,05830,Meadow Oaks Education Foundation,Educational Institution,Charter,10,2,057-850,HUNT,6,6,2022-04-01T00:00:00.000,6769,0,24105,0,0,16042.53,0,99553.65,0,0,115596.18
